"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Ireland","2012","All genders","Not applicable","Percent","99.57336"
"Ireland","2010","All genders","Not applicable","Percent","99.37821"
"Ireland","2009","All genders","Not applicable","Percent","98.97931"
"Ireland","2008","All genders","Not applicable","Percent","97.60719"
"Ireland","2007","All genders","Not applicable","Percent","96.32483"
"Ireland","2006","All genders","Not applicable","Percent","94.71627"
"Ireland","2005","All genders","Not applicable","Percent","93.38732"
"Ireland","2004","All genders","Not applicable","Percent","91.67642"
"Ireland","2004","Female","Not applicable","Percent","94.54607"
"Ireland","2004","Male","Not applicable","Percent","88.94944"
"Ireland","2003","Male","Not applicable","Percent","86.10249"
"Ireland","2003","Female","Not applicable","Percent","92.02789"
"Ireland","2003","All genders","Not applicable","Percent","88.99173"
"Ireland","2002","All genders","Not applicable","Percent","86.92341"
"Ireland","2002","Female","Not applicable","Percent","89.91481"
"Ireland","2002","Male","Not applicable","Percent","84.07806"
"Ireland","2001","Female","Not applicable","Percent","87.86166"
"Ireland","2001","All genders","Not applicable","Percent","85.05758"
"Ireland","2001","Male","Not applicable","Percent","82.39857"
"Ireland","2000","Male","Not applicable","Percent","83.07411"
"Ireland","2000","Female","Not applicable","Percent","88.00985"
"Ireland","2000","All genders","Not applicable","Percent","85.47705"
"Ireland","1999","All genders","Not applicable","Percent","85.74956"
"Ireland","1999","Female","Not applicable","Percent","87.81596"
"Ireland","1999","Male","Not applicable","Percent","83.78805"
"Ireland","1998","Male","Not applicable","Percent","85.02185"
"Ireland","1998","Female","Not applicable","Percent","89.05898"
"Ireland","1998","All genders","Not applicable","Percent","86.98804"
"Ireland","1997","All genders","Not applicable","Percent","80.4557"
"Ireland","1997","Female","Not applicable","Percent","82.41075"
"Ireland","1997","Male","Not applicable","Percent","78.60234"
"Ireland","1996","Male","Not applicable","Percent","79.18751"
"Ireland","1996","Female","Not applicable","Percent","83.28538"
"Ireland","1996","All genders","Not applicable","Percent","81.18068"
"Ireland","1995","All genders","Not applicable","Percent","81.32701"
"Ireland","1995","Female","Not applicable","Percent","83.38808"
"Ireland","1995","Male","Not applicable","Percent","79.37239"
"Ireland","1992","Male","Not applicable","Percent","75.63033"
"Ireland","1992","Female","Not applicable","Percent","79.69693"
"Ireland","1992","All genders","Not applicable","Percent","77.61126"
"Ireland","1991","All genders","Not applicable","Percent","76.02389"
"Ireland","1991","Female","Not applicable","Percent","78.0085"
"Ireland","1991","Male","Not applicable","Percent","74.13972"
"Ireland","1982","Male","Not applicable","Percent","80.21004"
"Ireland","1982","Female","Not applicable","Percent","85.2331"
"Ireland","1982","All genders","Not applicable","Percent","82.66031"
"Ireland","1980","All genders","Not applicable","Percent","78.25042"
"Ireland","1978","All genders","Not applicable","Percent","75.99625"
"Ireland","1978","Female","Not applicable","Percent","78.52642"
"Ireland","1978","Male","Not applicable","Percent","73.57987"
"Ireland","1977","Male","Not applicable","Percent","73.2876"
"Ireland","1977","Female","Not applicable","Percent","77.73253"
"Ireland","1977","All genders","Not applicable","Percent","75.46053"
"Ireland","1976","All genders","Not applicable","Percent","74.89508"
"Ireland","1976","Female","Not applicable","Percent","77.17954"
"Ireland","1976","Male","Not applicable","Percent","72.70722"
"Ireland","1975","Male","Not applicable","Percent","71.67811"
"Ireland","1975","All genders","Not applicable","Percent","73.92002"
"Ireland","1975","Female","Not applicable","Percent","76.25609"
"Israel","2014","All genders","Not applicable","Percent","98.39216"
"Israel","2013","All genders","Not applicable","Percent","97.80741"
"Israel","2012","All genders","Not applicable","Percent","97.39531"
"Israel","2011","All genders","Not applicable","Percent","98.07147"
"Israel","2010","All genders","Not applicable","Percent","98.05049"
"Israel","2009","All genders","Not applicable","Percent","98.39357"
"Israel","2008","All genders","Not applicable","Percent","98.69106"
"Israel","2007","All genders","Not applicable","Percent","99.3861"
"Israel","2006","All genders","Not applicable","Percent","99.74289"
"Israel","2005","All genders","Not applicable","Percent","99.77455"
"Israel","2004","All genders","Not applicable","Percent","99.90999"
"Israel","2003","All genders","Not applicable","Percent","99.65842"
"Israel","2002","All genders","Not applicable","Percent","99.61436"
"Israel","2001","All genders","Not applicable","Percent","98.94632"
"Israel","2000","All genders","Not applicable","Percent","97.92391"
"Israel","1999","All genders","Not applicable","Percent","96.06181"
"Israel","1999","Male","Not applicable","Percent","95.71279"
"Israel","1999","Female","Not applicable","Percent","96.42947"
"Italy","2013","All genders","Not applicable","Percent","95.32647"
"Italy","2013","Male","Not applicable","Percent","95.36935"
"Italy","2013","Female","Not applicable","Percent","95.28124"
"Italy","2012","Female","Not applicable","Percent","93.82788"
"Italy","2012","Male","Not applicable","Percent","93.46979"
"Italy","2012","All genders","Not applicable","Percent","93.64401"
"Italy","2011","All genders","Not applicable","Percent","93.72087"
"Italy","2011","Male","Not applicable","Percent","93.44616"
"Italy","2011","Female","Not applicable","Percent","94.01113"
"Italy","2010","Female","Not applicable","Percent","95.84237"
"Italy","2010","Male","Not applicable","Percent","95.57075"
"Italy","2010","All genders","Not applicable","Percent","95.70282"
"Italy","2009","All genders","Not applicable","Percent","94.38269"
"Italy","2009","Male","Not applicable","Percent","94.06429"
"Italy","2009","Female","Not applicable","Percent","94.7192"
"Italy","2008","Female","Not applicable","Percent","94.88008"
"Italy","2008","Male","Not applicable","Percent","94.16791"
"Italy","2008","All genders","Not applicable","Percent","94.51409"
"Italy","2007","All genders","Not applicable","Percent","92.19013"
"Italy","2007","Male","Not applicable","Percent","91.48262"
"Italy","2007","Female","Not applicable","Percent","92.93833"
"Italy","2006","Female","Not applicable","Percent","93.12225"
"Italy","2006","Male","Not applicable","Percent","91.71505"
"Italy","2006","All genders","Not applicable","Percent","92.3989"
"Italy","2005","All genders","Not applicable","Percent","91.43693"
"Italy","2005","Male","Not applicable","Percent","90.51303"
"Italy","2005","Female","Not applicable","Percent","92.4138"
"Italy","2004","Female","Not applicable","Percent","92.48426"
"Italy","2004","Male","Not applicable","Percent","90.52178"
"Italy","2004","All genders","Not applicable","Percent","91.47615"
"Italy","2003","All genders","Not applicable","Percent","90.34582"
"Italy","2003","Male","Not applicable","Percent","89.62914"
"Italy","2003","Female","Not applicable","Percent","91.10196"
"Italy","2002","Female","Not applicable","Percent","90.21532"
"Italy","2002","Male","Not applicable","Percent","89.33059"
"Italy","2002","All genders","Not applicable","Percent","89.76131"
"Italy","2001","All genders","Not applicable","Percent","87.59416"
"Italy","2001","Male","Not applicable","Percent","86.43412"
"Italy","2001","Female","Not applicable","Percent","88.81623"
"Italy","2000","Female","Not applicable","Percent","85.18318"
"Italy","2000","All genders","Not applicable","Percent","86.22732"
"Italy","2000","Male","Not applicable","Percent","87.21969"
"Italy","1999","Male","Not applicable","Percent","84.16136"
"Italy","1999","All genders","Not applicable","Percent","84.78987"
"Italy","1999","Female","Not applicable","Percent","85.4505"
"Jamaica","2014","Male","Not applicable","Percent","64.04693"
"Jamaica","2014","All genders","Not applicable","Percent","66.85757"
"Jamaica","2014","Female","Not applicable","Percent","69.80349"
"Jamaica","2013","Female","Not applicable","Percent","70.35159"
"Jamaica","2013","All genders","Not applicable","Percent","67.51969"
"Jamaica","2013","Male","Not applicable","Percent","64.81537"
"Jamaica","2011","Male","Not applicable","Percent","74.84026"
"Jamaica","2011","All genders","Not applicable","Percent","77.71826"
"Jamaica","2011","Female","Not applicable","Percent","80.73422"
"Jamaica","2005","Female","Not applicable","Percent","84.59587"
"Jamaica","2005","All genders","Not applicable","Percent","81.44181"
"Jamaica","2005","Male","Not applicable","Percent","78.4665"
"Jamaica","2004","Male","Not applicable","Percent","79.37885"
"Jamaica","2004","All genders","Not applicable","Percent","81.70709"
"Jamaica","2004","Female","Not applicable","Percent","84.15242"
"Jamaica","2003","Female","Not applicable","Percent","78.9184"
"Jamaica","2003","All genders","Not applicable","Percent","76.71772"
"Jamaica","2003","Male","Not applicable","Percent","74.59059"
"Jamaica","2002","All genders","Not applicable","Percent","76.67066"
"Jamaica","2002","Female","Not applicable","Percent","78.19836"
"Jamaica","2002","Male","Not applicable","Percent","75.16812"
"Jamaica","2001","Male","Not applicable","Percent","75.19528"
"Jamaica","2001","Female","Not applicable","Percent","77.45007"
"Jamaica","2001","All genders","Not applicable","Percent","76.32239"
"Jamaica","2000","All genders","Not applicable","Percent","77.28788"
"Jamaica","2000","Female","Not applicable","Percent","78.49514"
"Jamaica","2000","Male","Not applicable","Percent","76.08149"
"Jamaica","1999","Male","Not applicable","Percent","81.85178"
"Jamaica","1999","Female","Not applicable","Percent","82.70865"
"Jamaica","1999","All genders","Not applicable","Percent","82.28005"
"Jamaica","1986","All genders","Not applicable","Percent","57.64754"
"Jamaica","1986","Female","Not applicable","Percent","61.07687"
"Jamaica","1986","Male","Not applicable","Percent","54.31075"
"Jamaica","1985","Male","Not applicable","Percent","57.46394"
"Jamaica","1985","Female","Not applicable","Percent","62.44911"
"Jamaica","1985","All genders","Not applicable","Percent","59.92123"
"Jamaica","1984","All genders","Not applicable","Percent","59.05208"
"Jamaica","1984","Female","Not applicable","Percent","61.66905"
"Jamaica","1984","Male","Not applicable","Percent","56.5057"
"Jamaica","1983","Male","Not applicable","Percent","58.07075"
"Jamaica","1983","Female","Not applicable","Percent","63.96918"
"Jamaica","1983","All genders","Not applicable","Percent","60.98452"
"Jamaica","1981","Female","Not applicable","Percent","67.63005"
"Jamaica","1981","All genders","Not applicable","Percent","63.88369"
"Jamaica","1981","Male","Not applicable","Percent","60.17957"
"Jamaica","1977","Male","Not applicable","Percent","55.35457"
"Jamaica","1977","All genders","Not applicable","Percent","58.46999"
"Jamaica","1977","Female","Not applicable","Percent","61.62028"
"Jamaica","1976","Female","Not applicable","Percent","61.67584"
"Jamaica","1976","All genders","Not applicable","Percent","57.10335"
"Jamaica","1976","Male","Not applicable","Percent","52.61421"
"Jamaica","1975","Male","Not applicable","Percent","50.21421"
"Jamaica","1975","All genders","Not applicable","Percent","54.76049"
"Jamaica","1975","Female","Not applicable","Percent","59.38029"
"Japan","2013","Female","Not applicable","Percent","99.62011"
"Japan","2013","All genders","Not applicable","Percent","99.20162"
